Project:,PALACIOS CARIBBEAN,,,,,,,,,,,,,,,,,,,,,,,,,
Material Details Date:,1/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Components,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Quantity,Plies,Board Feet/Truss,Board Feet Total,Linear Feet/Truss,Linear Feet Total,Lumber Pieces/Truss,Lumber Pieces Total,Lumber Cost/Truss,Lumber Cost Total,Plate Count/Truss,Plate Count Total,Plates Cost/Truss,Plates Cost Total,Connector Count/Truss,Connector Count Total,Connector Cost/Truss,Connector Cost Total,Material Cost/Truss,Material Cost Total,Labor Cost/Board Foot,Labor Cost/Linear Foot,Labor Cost/Truss,Labor Cost Total,Total Cost/Truss,Total Cost
# 2 Southern Pine 2x4 6.37,1,6.37,8,1.63,4.247,5.333,1.087,8,Southern Pine,Number 2,Untreated,2,4,$2.53 ,$2.53 ,$3.17 ,$3.17 ,$595.00 ,FT-1B,,,,,,,
# 2 Southern Pine 2x4 6.375,1,6.375,8,1.625,4.25,5.333,1.083,8,Southern Pine,Number 2,Untreated,2,4,$2.53 ,$2.53 ,$3.17 ,$3.17 ,$595.00 ,T-3C,,,,,,,
# 2 Southern Pine 2x4 6.599,8,6.599,8,1.401,35.195,42.667,7.472,64,Southern Pine,Number 2,Untreated,2,4,$2.62 ,$20.94 ,$3.17 ,$25.39 ,$595.00 ,T-3B,,,,,,,
# 2 Southern Pine 2x4 6.734,1,6.734,8,1.266,4.49,5.333,0.844,8,Southern Pine,Number 2,Untreated,2,4,$2.67 ,$2.67 ,$3.17 ,$3.17 ,$595.00 ,FT-3C,,,,,,,
# 2 Southern Pine 2x4 7.083,6,7.083,8,0.917,28.333,32,3.667,48,Southern Pine,Number 2,Untreated,2,4,$2.81 ,$16.86 ,$3.17 ,$19.04 ,$595.00 ,T-6A | T-6B | FT-6A | FT-6B | FT-6C,,,,,,,
# 2 Southern Pine 2x4 7.095,3,7.095,8,0.905,14.191,16,1.809,24,Southern Pine,Number 2,Untreated,2,4,$2.81 ,$8.44 ,$3.17 ,$9.52 ,$595.00 ,EJ-1,,,,,,,
# 2 Southern Pine 2x4 7.13,8,7.13,8,0.87,38.027,42.667,4.639,64,Southern Pine,Number 2,Untreated,2,4,$2.83 ,$22.63 ,$3.17 ,$25.39 ,$595.00 ,T-3B,,,,,,,
# 2 Southern Pine 2x4 7.253,10,7.253,8,0.747,48.356,53.333,4.977,80,Southern Pine,Number 2,Untreated,2,4,$2.88 ,$28.77 ,$3.17 ,$31.73 ,$595.00 ,GT-6 | T-6,,,,,,,
# 2 Southern Pine 2x4 7.292,1,7.292,8,0.708,4.861,5.333,0.472,8,Southern Pine,Number 2,Untreated,2,4,$2.89 ,$2.89 ,$3.17 ,$3.17 ,$595.00 ,HG-4,,,,,,,
# 2 Southern Pine 2x4 7.524,4,7.524,8,0.476,20.065,21.333,1.269,32,Southern Pine,Number 2,Untreated,2,4,$2.98 ,$11.94 ,$3.17 ,$12.69 ,$595.00 ,EJ-4 | HG-4,,,,,,,
# 2 Southern Pine 2x4 8,1,8,8,0,5.333,5.333,0,8,Southern Pine,Number 2,Untreated,2,4,$3.17 ,$3.17 ,$3.17 ,$3.17 ,$595.00 ,T-3C,,,,,,,
# 2 Southern Pine 2x4 8.036,9,8.036,10,1.964,48.219,60,11.781,90,Southern Pine,Number 2,Untreated,2,4,$2.20 ,$19.77 ,$2.73 ,$24.60 ,$410.00 ,T-3B | T-3C,,,,,,,
# 2 Southern Pine 2x4 8.067,1,8.067,10,1.933,5.378,6.667,1.289,10,Southern Pine,Number 2,Untreated,2,4,$2.20 ,$2.20 ,$2.73 ,$2.73 ,$410.00 ,FT-5A,,,,,,,
# 2 Southern Pine 2x4 8.42,1,8.42,10,1.58,5.613,6.667,1.054,10,Southern Pine,Number 2,Untreated,2,4,$2.30 ,$2.30 ,$2.73 ,$2.73 ,$410.00 ,FT-5C,,,,,,,
# 2 Southern Pine 2x4 9.188,5,9.188,10,0.812,30.625,33.333,2.708,50,Southern Pine,Number 2,Untreated,2,4,$2.51 ,$12.56 ,$2.73 ,$13.67 ,$410.00 ,T-3C | FT-5E | FT-5D | FT-5C | FT-5B,,,,,,,
# 2 Southern Pine 2x4 9.222,1,9.222,10,0.778,6.148,6.667,0.519,10,Southern Pine,Number 2,Untreated,2,4,$2.52 ,$2.52 ,$2.73 ,$2.73 ,$410.00 ,T-5A,,,,,,,
# 2 Southern Pine 2x4 9.446,2,9.446,10,0.554,12.595,13.333,0.739,20,Southern Pine,Number 2,Untreated,2,4,$2.58 ,$5.16 ,$2.73 ,$5.47 ,$410.00 ,KJ-1,,,,,,,
# 2 Southern Pine 2x4 9.729,1,9.729,10,0.271,6.486,6.667,0.18,10,Southern Pine,Number 2,Untreated,2,4,$2.66 ,$2.66 ,$2.73 ,$2.73 ,$410.00 ,KJ-4,,,,,,,
# 2 Southern Pine 2x4 9.872,10,9.872,10,0.128,65.81,66.667,0.856,100,Southern Pine,Number 2,Untreated,2,4,$2.70 ,$26.98 ,$2.73 ,$27.33 ,$410.00 ,EJ-2 | HG-2,,,,,,,
# 2 Southern Pine 2x4 9.922,1,9.922,10,0.078,6.615,6.667,0.052,10,Southern Pine,Number 2,Untreated,2,4,$2.71 ,$2.71 ,$2.73 ,$2.73 ,$410.00 ,T-5E,,,,,,,
# 2 Southern Pine 2x4 10,10,10,10,0,66.667,66.667,0,100,Southern Pine,Number 2,Untreated,2,4,$2.73 ,$27.33 ,$2.73 ,$27.33 ,$410.00 ,FT-2A | T-3C | FT-5E | FT-5D | FT-5C | FT-5B | T-5 | GT-5,,,,,,,
# 2 Southern Pine 2x4 10.5,5,10.5,12,1.5,35,40,5,60,Southern Pine,Number 2,Untreated,2,4,$3.43 ,$17.15 ,$3.92 ,$19.60 ,$490.00 ,GT-6 | T-6,,,,,,,
# 2 Southern Pine 2x4 10.586,1,10.586,12,1.414,7.058,8,0.942,12,Southern Pine,Number 2,Untreated,2,4,$3.46 ,$3.46 ,$3.92 ,$3.92 ,$490.00 ,FT-5D,,,,,,,
# 2 Southern Pine 2x4 10.633,1,10.633,12,1.367,7.089,8,0.911,12,Southern Pine,Number 2,Untreated,2,4,$3.47 ,$3.47 ,$3.92 ,$3.92 ,$490.00 ,FT-1C,,,,,,,
# 2 Southern Pine 2x4 11.858,1,11.858,12,0.142,7.905,8,0.095,12,Southern Pine,Number 2,Untreated,2,4,$3.87 ,$3.87 ,$3.92 ,$3.92 ,$490.00 ,T-4B,,,,,,,
# 2 Southern Pine 2x4 12.038,1,12.038,14,1.962,8.025,9.333,1.308,14,Southern Pine,Number 2,Untreated,2,4,$4.09 ,$4.09 ,$4.76 ,$4.76 ,$510.00 ,FT-2A,,,,,,,
# 2 Southern Pine 2x4 12.078,1,12.078,14,1.922,8.052,9.333,1.282,14,Southern Pine,Number 2,Untreated,2,4,$4.11 ,$4.11 ,$4.76 ,$4.76 ,$510.00 ,T-5E,,,,,,,
# 2 Southern Pine 2x4 12.185,1,12.185,14,1.815,8.124,9.333,1.21,14,Southern Pine,Number 2,Untreated,2,4,$4.14 ,$4.14 ,$4.76 ,$4.76 ,$510.00 ,T-3C,,,,,,,
# 2 Southern Pine 2x4 12.399,8,12.399,14,1.601,66.13,74.667,8.537,112,Southern Pine,Number 2,Untreated,2,4,$4.22 ,$33.73 ,$4.76 ,$38.08 ,$510.00 ,T-5D | T-5C | T-5B | T-5A | T-5 | GT-5,,,,,,,
# 2 Southern Pine 2x4 12.742,1,12.742,14,1.258,8.495,9.333,0.839,14,Southern Pine,Number 2,Untreated,2,4,$4.33 ,$4.33 ,$4.76 ,$4.76 ,$510.00 ,FT-5E,,,,,,,
# 2 Southern Pine 2x4 12.792,7,12.792,14,1.208,59.694,65.333,5.639,98,Southern Pine,Number 2,Untreated,2,4,$4.35 ,$30.44 ,$4.76 ,$33.32 ,$510.00 ,T-4 | T-4C | T-4B | T-4A | HG-4,,,,,,,
# 2 Southern Pine 2x4 13.29,1,13.29,14,0.71,8.86,9.333,0.474,14,Southern Pine,Number 2,Untreated,2,4,$4.52 ,$4.52 ,$4.76 ,$4.76 ,$510.00 ,KJ-2,,,,,,,
# 2 Southern Pine 2x4 13.354,1,13.354,14,0.646,8.903,9.333,0.431,14,Southern Pine,Number 2,Untreated,2,4,$4.54 ,$4.54 ,$4.76 ,$4.76 ,$510.00 ,T-3C,,,,,,,
# 2 Southern Pine 2x4 14.024,1,14.024,16,1.976,9.35,10.667,1.317,16,Southern Pine,Number 2,Untreated,2,4,$4.67 ,$4.67 ,$5.33 ,$5.33 ,$500.00 ,T-4C,,,,,,,
# 2 Southern Pine 2x4 14.088,1,14.088,16,1.912,9.392,10.667,1.275,16,Southern Pine,Number 2,Untreated,2,4,$4.70 ,$4.70 ,$5.33 ,$5.33 ,$500.00 ,FT-5A,,,,,,,
# 2 Southern Pine 2x4 15.333,1,15.333,16,0.667,10.222,10.667,0.444,16,Southern Pine,Number 2,Untreated,2,4,$5.11 ,$5.11 ,$5.33 ,$5.33 ,$500.00 ,FT-2A,,,,,,,
# 2 Southern Pine 2x4 15.919,1,15.919,16,0.081,10.613,10.667,0.054,16,Southern Pine,Number 2,Untreated,2,4,$5.31 ,$5.31 ,$5.33 ,$5.33 ,$500.00 ,T-3C,,,,,,,
# 2 Southern Pine 2x4 16.333,1,16.333,18,1.667,10.889,12,1.111,18,Southern Pine,Number 2,Untreated,2,4,$5.50 ,$5.50 ,$6.06 ,$6.06 ,$505.00 ,FT-2A,,,,,,,
# 2 Southern Pine 2x4 19.625,6,19.625,20,0.375,78.5,80,1.5,120,Southern Pine,Number 2,Untreated,2,4,$6.61 ,$39.64 ,$6.73 ,$40.40 ,$505.00 ,FT-5A | T-5E | T-5D | T-5C | T-5B | T-5A,,,,,,,
# 2 Southern Pine 2x6 0.375,10,0.375,2,1.625,3.75,20,16.25,20,Southern Pine,Number 2,Untreated,2,6,$0.17 ,$1.66 ,$0.88 ,$8.84 ,$442.00 ,EJ-1 | KJ-1 | FT-1A | FT-1B | FT-1C | FT-1D | FT-1E,,,,,,,
# 2 Southern Pine 2x6 2.072,1,2.072,4,1.928,2.072,4,1.928,4,Southern Pine,Number 2,Untreated,2,6,$0.81 ,$0.81 ,$1.56 ,$1.56 ,$390.00 ,FT-3C,,,,,,,
# 2 Southern Pine 2x6 4.947,2,4.947,6,1.053,9.893,12,2.107,12,Southern Pine,Number 2,Untreated,2,6,$1.93 ,$3.86 ,$2.34 ,$4.68 ,$390.00 ,KJ-1,,,,,,,
# 2 Southern Pine 2x6 5.079,3,5.079,6,0.921,15.237,18,2.763,18,Southern Pine,Number 2,Untreated,2,6,$1.98 ,$5.94 ,$2.34 ,$7.02 ,$390.00 ,FT-3B | T-3A,,,,,,,
# 2 Southern Pine 2x6 5.497,9,5.497,6,0.503,49.476,54,4.524,54,Southern Pine,Number 2,Untreated,2,6,$2.14 ,$19.30 ,$2.34 ,$21.06 ,$390.00 ,FT-3D | T-3,,,,,,,
# 2 Southern Pine 2x6 5.501,1,5.501,6,0.499,5.501,6,0.499,6,Southern Pine,Number 2,Untreated,2,6,$2.15 ,$2.15 ,$2.34 ,$2.34 ,$390.00 ,FT-3C,,,,,,,
# 2 Southern Pine 2x6 6,5,6,6,0,30,30,0,30,Southern Pine,Number 2,Untreated,2,6,$2.34 ,$11.70 ,$2.34 ,$11.70 ,$390.00 ,T-3C | FT-5E | FT-5D | FT-5C | FT-5B,,,,,,,
# 2 Southern Pine 2x6 7.365,1,7.365,8,0.635,7.365,8,0.635,8,Southern Pine,Number 2,Untreated,2,6,$3.57 ,$3.57 ,$3.88 ,$3.88 ,$485.00 ,KJ-4,,,,,,,
# 2 Southern Pine 2x6 10,1,10,10,0,10,10,0,10,Southern Pine,Number 2,Untreated,2,6,$4.25 ,$4.25 ,$4.25 ,$4.25 ,$425.00 ,HG-2,,,,,,,
# 2 Southern Pine 2x6 10.734,1,10.734,12,1.266,10.734,12,1.266,12,Southern Pine,Number 2,Untreated,2,6,$4.67 ,$4.67 ,$5.22 ,$5.22 ,$435.00 ,FT-3B,,,,,,,
# 2 Southern Pine 2x6 10.78,1,10.78,12,1.22,10.78,12,1.22,12,Southern Pine,Number 2,Untreated,2,6,$4.69 ,$4.69 ,$5.22 ,$5.22 ,$435.00 ,KJ-2,,,,,,,
# 2 Southern Pine 2x6 14.733,1,14.733,16,1.267,14.733,16,1.267,16,Southern Pine,Number 2,Untreated,2,6,$5.45 ,$5.45 ,$5.92 ,$5.92 ,$370.00 ,FT-3A,,,,,,,
# 2 Southern Pine 2x6 15.333,1,15.333,16,0.667,15.333,16,0.667,16,Southern Pine,Number 2,Untreated,2,6,$5.67 ,$5.67 ,$5.92 ,$5.92 ,$370.00 ,HG-2,,,,,,,
# 2 Southern Pine 2x6 15.771,1,15.771,16,0.229,15.771,16,0.229,16,Southern Pine,Number 2,Untreated,2,6,$5.84 ,$5.84 ,$5.92 ,$5.92 ,$370.00 ,FT-3B,,,,,,,
# 2 Southern Pine 2x6 18.333,1,18.333,20,1.667,18.333,20,1.667,20,Southern Pine,Number 2,Untreated,2,6,$6.97 ,$6.97 ,$7.60 ,$7.60 ,$380.00 ,HG-2,,,,,,,
# 3 Southern Pine 2x4 0.311,2,0.311,1,0.689,0.414,1.333,0.919,2,Southern Pine,Number 3,Untreated,2,4,$0.08 ,$0.16 ,$0.25 ,$0.50 ,$375.00 ,GT-6,,,,,,,
# 3 Southern Pine 2x4 0.375,20,0.375,1,0.625,5,13.333,8.333,20,Southern Pine,Number 3,Untreated,2,4,$0.09 ,$1.88 ,$0.25 ,$5.00 ,$375.00 ,FT-3C | FT-3D | T-3,,,,,,,
# 3 Southern Pine 2x4 0.42,1,0.42,1,0.58,0.28,0.667,0.387,1,Southern Pine,Number 3,Untreated,2,4,$0.11 ,$0.11 ,$0.25 ,$0.25 ,$375.00 ,T-5A,,,,,,,
# 3 Southern Pine 2x4 0.562,6,0.562,1,0.438,2.25,4,1.75,6,Southern Pine,Number 3,Untreated,2,4,$0.14 ,$0.84 ,$0.25 ,$1.50 ,$375.00 ,T-6 | T-6A,,,,,,,
# 3 Southern Pine 2x4 0.563,6,0.563,1,0.437,2.25,4,1.75,6,Southern Pine,Number 3,Untreated,2,4,$0.14 ,$0.84 ,$0.25 ,$1.50 ,$375.00 ,T-6 | T-6A,,,,,,,
# 3 Southern Pine 2x4 0.623,2,0.623,1,0.377,0.831,1.333,0.502,2,Southern Pine,Number 3,Untreated,2,4,$0.16 ,$0.31 ,$0.25 ,$0.50 ,$375.00 ,GT-5,,,,,,,
# 3 Southern Pine 2x4 0.693,1,0.693,1,0.307,0.462,0.667,0.205,1,Southern Pine,Number 3,Untreated,2,4,$0.17 ,$0.17 ,$0.25 ,$0.25 ,$375.00 ,KJ-4,,,,,,,
# 3 Southern Pine 2x4 0.866,2,0.866,1,0.134,1.155,1.333,0.178,2,Southern Pine,Number 3,Untreated,2,4,$0.22 ,$0.43 ,$0.25 ,$0.50 ,$375.00 ,GT-6,,,,,,,
# 3 Southern Pine 2x4 0.98,2,0.98,1,0.02,1.306,1.333,0.027,2,Southern Pine,Number 3,Untreated,2,4,$0.24 ,$0.49 ,$0.25 ,$0.50 ,$375.00 ,KJ-1,,,,,,,
# 3 Southern Pine 2x4 0.984,1,0.984,1,0.016,0.656,0.667,0.011,1,Southern Pine,Number 3,Untreated,2,4,$0.25 ,$0.25 ,$0.25 ,$0.25 ,$375.00 ,FT-1A,,,,,,,
# 3 Southern Pine 2x4 1.024,1,1.024,2,0.976,0.682,1.333,0.651,2,Southern Pine,Number 3,Untreated,2,4,$0.23 ,$0.23 ,$0.44 ,$0.44 ,$330.00 ,T-5A,,,,,,,
# 3 Southern Pine 2x4 1.049,4,1.049,2,0.951,2.796,5.333,2.537,8,Southern Pine,Number 3,Untreated,2,4,$0.23 ,$0.92 ,$0.44 ,$1.76 ,$330.00 ,HG-1,,,,,,,
# 3 Southern Pine 2x4 1.063,9,1.063,2,0.937,6.375,12,5.625,18,Southern Pine,Number 3,Untreated,2,4,$0.23 ,$2.10 ,$0.44 ,$3.96 ,$330.00 ,FT-3D | T-3,,,,,,,
# 3 Southern Pine 2x4 1.179,13,1.179,2,0.821,10.215,17.333,7.118,26,Southern Pine,Number 3,Untreated,2,4,$0.26 ,$3.37 ,$0.44 ,$5.72 ,$330.00 ,FT-3D | T-3 | T-3A | GT-5,,,,,,,
# 3 Southern Pine 2x4 1.196,1,1.196,2,0.804,0.797,1.333,0.536,2,Southern Pine,Number 3,Untreated,2,4,$0.26 ,$0.26 ,$0.44 ,$0.44 ,$330.00 ,KJ-2,,,,,,,
# 3 Southern Pine 2x4 1.236,1,1.236,2,0.764,0.824,1.333,0.509,2,Southern Pine,Number 3,Untreated,2,4,$0.27 ,$0.27 ,$0.44 ,$0.44 ,$330.00 ,T-5B,,,,,,,
# 3 Southern Pine 2x4 1.341,1,1.341,2,0.659,0.894,1.333,0.439,2,Southern Pine,Number 3,Untreated,2,4,$0.30 ,$0.30 ,$0.44 ,$0.44 ,$330.00 ,FT-1C,,,,,,,
# 3 Southern Pine 2x4 1.364,1,1.364,2,0.636,0.909,1.333,0.424,2,Southern Pine,Number 3,Untreated,2,4,$0.30 ,$0.30 ,$0.44 ,$0.44 ,$330.00 ,T-6B,,,,,,,
# 3 Southern Pine 2x4 1.422,2,1.422,2,0.578,1.896,2.667,0.771,4,Southern Pine,Number 3,Untreated,2,4,$0.31 ,$0.63 ,$0.44 ,$0.88 ,$330.00 ,GT-6,,,,,,,
# 3 Southern Pine 2x4 1.549,3,1.549,2,0.451,3.097,4,0.903,6,Southern Pine,Number 3,Untreated,2,4,$0.34 ,$1.02 ,$0.44 ,$1.32 ,$330.00 ,FT-6A | FT-6B | FT-6C,,,,,,,
# 3 Southern Pine 2x4 1.553,1,1.553,2,0.447,1.036,1.333,0.298,2,Southern Pine,Number 3,Untreated,2,4,$0.34 ,$0.34 ,$0.44 ,$0.44 ,$330.00 ,FT-1A,,,,,,,
# 3 Southern Pine 2x4 1.69,14,1.69,2,0.31,15.77,18.667,2.897,28,Southern Pine,Number 3,Untreated,2,4,$0.37 ,$5.20 ,$0.44 ,$6.16 ,$330.00 ,FT-3A | FT-3B | FT-3C | FT-3D | T-3 | T-3A,,,,,,,
# 3 Southern Pine 2x4 1.726,1,1.726,2,0.274,1.151,1.333,0.183,2,Southern Pine,Number 3,Untreated,2,4,$0.38 ,$0.38 ,$0.44 ,$0.44 ,$330.00 ,KJ-4,,,,,,,
# 3 Southern Pine 2x4 1.734,2,1.734,2,0.266,2.313,2.667,0.354,4,Southern Pine,Number 3,Untreated,2,4,$0.38 ,$0.76 ,$0.44 ,$0.88 ,$330.00 ,GT-5,,,,,,,
# 3 Southern Pine 2x4 1.758,1,1.758,2,0.242,1.172,1.333,0.162,2,Southern Pine,Number 3,Untreated,2,4,$0.39 ,$0.39 ,$0.44 ,$0.44 ,$330.00 ,FT-1D,,,,,,,
# 3 Southern Pine 2x4 1.821,1,1.821,2,0.179,1.214,1.333,0.12,2,Southern Pine,Number 3,Untreated,2,4,$0.40 ,$0.40 ,$0.44 ,$0.44 ,$330.00 ,FT-1B,,,,,,,
# 3 Southern Pine 2x4 1.873,7,1.873,2,0.127,8.742,9.333,0.591,14,Southern Pine,Number 3,Untreated,2,4,$0.41 ,$2.88 ,$0.44 ,$3.08 ,$330.00 ,FT-3A | FT-3B | T-5D | T-5C | T-5B | T-5,,,,,,,
# 3 Southern Pine 2x4 1.891,2,1.891,2,0.109,2.521,2.667,0.146,4,Southern Pine,Number 3,Untreated,2,4,$0.42 ,$0.83 ,$0.44 ,$0.88 ,$330.00 ,T-5A,,,,,,,
# 3 Southern Pine 2x4 1.917,8,1.917,2,0.083,10.222,10.667,0.444,16,Southern Pine,Number 3,Untreated,2,4,$0.42 ,$3.37 ,$0.44 ,$3.52 ,$330.00 ,GT-6 | T-6 | T-6A | T-6B,,,,,,,
# 3 Southern Pine 2x4 1.92,1,1.92,2,0.08,1.28,1.333,0.053,2,Southern Pine,Number 3,Untreated,2,4,$0.42 ,$0.42 ,$0.44 ,$0.44 ,$330.00 ,FT-1A,,,,,,,
# 3 Southern Pine 2x4 1.97,1,1.97,2,0.03,1.314,1.333,0.02,2,Southern Pine,Number 3,Untreated,2,4,$0.43 ,$0.43 ,$0.44 ,$0.44 ,$330.00 ,FT-1E,,,,,,,
# 3 Southern Pine 2x4 2,20,2,2,0,26.667,26.667,0,40,Southern Pine,Number 3,Untreated,2,4,$0.44 ,$8.80 ,$0.44 ,$8.80 ,$330.00 ,FT-3C | FT-3D | T-3,,,,,,,
# 3 Southern Pine 2x4 2.028,2,2.028,3,0.972,2.704,4,1.296,6,Southern Pine,Number 3,Untreated,2,4,$0.51 ,$1.01 ,$0.75 ,$1.50 ,$375.00 ,FT-1A | FT-1B,,,,,,,
# 3 Southern Pine 2x4 2.045,3,2.045,3,0.955,4.09,6,1.91,9,Southern Pine,Number 3,Untreated,2,4,$0.51 ,$1.53 ,$0.75 ,$2.25 ,$375.00 ,HG-4,,,,,,,
# 3 Southern Pine 2x4 2.069,1,2.069,3,0.931,1.38,2,0.62,3,Southern Pine,Number 3,Untreated,2,4,$0.52 ,$0.52 ,$0.75 ,$0.75 ,$375.00 ,T-5C,,,,,,,
# 3 Southern Pine 2x4 2.156,2,2.156,3,0.844,2.875,4,1.125,6,Southern Pine,Number 3,Untreated,2,4,$0.54 ,$1.08 ,$0.75 ,$1.50 ,$375.00 ,T-6B,,,,,,,
# 3 Southern Pine 2x4 2.177,1,2.177,3,0.823,1.451,2,0.549,3,Southern Pine,Number 3,Untreated,2,4,$0.54 ,$0.54 ,$0.75 ,$0.75 ,$375.00 ,FT-3C,,,,,,,
# 3 Southern Pine 2x4 2.198,3,2.198,3,0.802,4.396,6,1.604,9,Southern Pine,Number 3,Untreated,2,4,$0.55 ,$1.65 ,$0.75 ,$2.25 ,$375.00 ,FT-5A | T-5E | FT-6A,,,,,,,
# 3 Southern Pine 2x4 2.209,1,2.209,3,0.791,1.472,2,0.528,3,Southern Pine,Number 3,Untreated,2,4,$0.55 ,$0.55 ,$0.75 ,$0.75 ,$375.00 ,FT-1A,,,,,,,
# 3 Southern Pine 2x4 2.234,5,2.234,3,0.766,7.447,10,2.553,15,Southern Pine,Number 3,Untreated,2,4,$0.56 ,$2.79 ,$0.75 ,$3.75 ,$375.00 ,FT-1A | FT-1B | FT-1C | FT-1D | FT-1E,,,,,,,
# 3 Southern Pine 2x4 2.281,1,2.281,3,0.719,1.521,2,0.479,3,Southern Pine,Number 3,Untreated,2,4,$0.57 ,$0.57 ,$0.75 ,$0.75 ,$375.00 ,FT-3A,,,,,,,
# 3 Southern Pine 2x4 2.29,2,2.29,3,0.71,3.053,4,0.947,6,Southern Pine,Number 3,Untreated,2,4,$0.57 ,$1.14 ,$0.75 ,$1.50 ,$375.00 ,GT-5,,,,,,,
# 3 Southern Pine 2x4 2.375,9,2.375,3,0.625,14.25,18,3.75,27,Southern Pine,Number 3,Untreated,2,4,$0.59 ,$5.34 ,$0.75 ,$6.75 ,$375.00 ,FT-3D | T-3,,,,,,,
# 3 Southern Pine 2x4 2.387,1,2.387,3,0.613,1.591,2,0.409,3,Southern Pine,Number 3,Untreated,2,4,$0.60 ,$0.60 ,$0.75 ,$0.75 ,$375.00 ,FT-1B,,,,,,,
# 3 Southern Pine 2x4 2.403,1,2.403,3,0.597,1.602,2,0.398,3,Southern Pine,Number 3,Untreated,2,4,$0.60 ,$0.60 ,$0.75 ,$0.75 ,$375.00 ,T-3C,,,,,,,
# 3 Southern Pine 2x4 2.429,1,2.429,3,0.571,1.619,2,0.381,3,Southern Pine,Number 3,Untreated,2,4,$0.61 ,$0.61 ,$0.75 ,$0.75 ,$375.00 ,T-4B,,,,,,,
# 3 Southern Pine 2x4 2.434,4,2.434,3,0.566,6.491,8,1.509,12,Southern Pine,Number 3,Untreated,2,4,$0.61 ,$2.43 ,$0.75 ,$3.00 ,$375.00 ,T-4 | T-4C,,,,,,,
# 3 Southern Pine 2x4 2.475,8,2.475,3,0.525,13.202,16,2.798,24,Southern Pine,Number 3,Untreated,2,4,$0.62 ,$4.95 ,$0.75 ,$6.00 ,$375.00 ,T-3,,,,,,,
# 3 Southern Pine 2x4 2.497,1,2.497,3,0.503,1.664,2,0.336,3,Southern Pine,Number 3,Untreated,2,4,$0.62 ,$0.62 ,$0.75 ,$0.75 ,$375.00 ,T-3C,,,,,,,
# 3 Southern Pine 2x4 2.507,2,2.507,3,0.493,3.342,4,0.658,6,Southern Pine,Number 3,Untreated,2,4,$0.63 ,$1.25 ,$0.75 ,$1.50 ,$375.00 ,T-3A,,,,,,,
# 3 Southern Pine 2x4 2.529,1,2.529,3,0.471,1.686,2,0.314,3,Southern Pine,Number 3,Untreated,2,4,$0.63 ,$0.63 ,$0.75 ,$0.75 ,$375.00 ,FT-1C,,,,,,,
# 3 Southern Pine 2x4 2.556,1,2.556,3,0.444,1.704,2,0.296,3,Southern Pine,Number 3,Untreated,2,4,$0.64 ,$0.64 ,$0.75 ,$0.75 ,$375.00 ,FT-1A,,,,,,,
# 3 Southern Pine 2x4 2.572,9,2.572,3,0.428,15.432,18,2.568,27,Southern Pine,Number 3,Untreated,2,4,$0.64 ,$5.79 ,$0.75 ,$6.75 ,$375.00 ,T-3B | T-3C,,,,,,,
# 3 Southern Pine 2x4 2.579,8,2.579,3,0.421,13.756,16,2.244,24,Southern Pine,Number 3,Untreated,2,4,$0.64 ,$5.16 ,$0.75 ,$6.00 ,$375.00 ,T-3B,,,,,,,
# 3 Southern Pine 2x4 2.599,1,2.599,3,0.401,1.733,2,0.267,3,Southern Pine,Number 3,Untreated,2,4,$0.65 ,$0.65 ,$0.75 ,$0.75 ,$375.00 ,FT-3D,,,,,,,
# 3 Southern Pine 2x4 2.607,1,2.607,3,0.393,1.738,2,0.262,3,Southern Pine,Number 3,Untreated,2,4,$0.65 ,$0.65 ,$0.75 ,$0.75 ,$375.00 ,FT-1B,,,,,,,
# 3 Southern Pine 2x4 2.615,2,2.615,3,0.385,3.486,4,0.514,6,Southern Pine,Number 3,Untreated,2,4,$0.65 ,$1.31 ,$0.75 ,$1.50 ,$375.00 ,HG-2,,,,,,,
# 3 Southern Pine 2x4 2.619,1,2.619,3,0.381,1.746,2,0.254,3,Southern Pine,Number 3,Untreated,2,4,$0.65 ,$0.65 ,$0.75 ,$0.75 ,$375.00 ,FT-3C,,,,,,,
# 3 Southern Pine 2x4 2.641,1,2.641,3,0.359,1.761,2,0.239,3,Southern Pine,Number 3,Untreated,2,4,$0.66 ,$0.66 ,$0.75 ,$0.75 ,$375.00 ,FT-6A,,,,,,,
# 3 Southern Pine 2x4 2.732,1,2.732,3,0.268,1.821,2,0.179,3,Southern Pine,Number 3,Untreated,2,4,$0.68 ,$0.68 ,$0.75 ,$0.75 ,$375.00 ,KJ-2,,,,,,,
# 3 Southern Pine 2x4 2.757,1,2.757,3,0.243,1.838,2,0.162,3,Southern Pine,Number 3,Untreated,2,4,$0.69 ,$0.69 ,$0.75 ,$0.75 ,$375.00 ,HG-2,,,,,,,
# 3 Southern Pine 2x4 2.845,2,2.845,3,0.155,3.794,4,0.206,6,Southern Pine,Number 3,Untreated,2,4,$0.71 ,$1.42 ,$0.75 ,$1.50 ,$375.00 ,GT-5,,,,,,,
# 3 Southern Pine 2x4 2.878,1,2.878,3,0.122,1.919,2,0.081,3,Southern Pine,Number 3,Untreated,2,4,$0.72 ,$0.72 ,$0.75 ,$0.75 ,$375.00 ,T-4A,,,,,,,
